Mindat Locality ID,Latitude & Longitude,Altitude,Type,Köppen climate type,Mineral
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Quartz
133275,"46.51806,8.88500",1427,Unknown,Tundra,Siderite
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Sapphire
259656,"47.25330,8.61369",436,Mine (Inactive) - last checked 2019,Temperate oceanic climate,Jarosite
134378,"46.42291,9.67448",2890,Unknown,Tundra,Richterite
303638,"46.95448,6.72471",725,Slag Locality,Temperate oceanic climate,Feroxyhyte
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Dickite
6982,"46.47727,8.51063",2143,Glacier,Subarctic climate,Gadolinite
7758,"46.69243,8.70162",2441,Valley,Tundra,Amethyst
134122,"47.13338,7.14407",1335,Meteorite Fall Location,Temperate oceanic climate,Schreibersite
72012,"46.22991,8.98452",1449,Mountain,Subarctic climate,Forsterite
133203,"46.57306,8.86278",2824,Slope,Tundra,Smoky Quartz
133972,"45.93857,7.73205",3565,Mountain,Subarctic climate,Andradite
133983,"46.65659,7.74557",688,Quarry,Temperate oceanic climate,Gypsum
292656,"46.69740,9.46918",882,Quarry,Tundra,Quartz
193011,"46.57297,8.86295",2824,Unknown,Tundra,Malachite
193040,"46.48719,9.58718",2280,Valley,Tundra,Quartz
108067,"46.61791,8.58717",1810,Unknown,Tundra,Clinopyroxene
133957,"47.08528,9.21806",1357,Mountain,Temperate oceanic climate,Stibnite
134101,"46.15750,7.68028",2641,Unknown,Tundra,Bismuthinite
10231,"46.21667,7.60000",1607,Mine,Tundra,Allophane
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Stibnite
191687,"46.34885,9.73378",2556,Pass,Tundra,Columbite
134425,"46.34667,9.71833",2937,Group of Pegmatites,Tundra,Epidote
33939,"47.80067,7.89865",600,Mine (Inactive) - last checked 2023,Temperate oceanic climate,Elyite
133984,"46.44937,8.34659",2582,Glacier,Subarctic climate,Muscovite
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Brochantite
442598,"47.02164,8.76112",1331,Group of Cliffs,Temperate oceanic climate,Pumpellyite
134396,"46.54441,8.60102",2190,Occurrence,Tundra,Tourmaline
191723,"46.30308,8.06203",1882,Unknown,Subarctic climate,Magnesio-riebeckite
25812,"46.48333,7.56667",1292,Unknown,Tundra,K Feldspar
191712,"46.04722,7.48778",1809,Mine,Tundra,Chalcopyrite
130614,"46.63215,8.49746",2558,Glacier,Subarctic climate,Smoky Quartz
193356,"46.55010,8.59056",2170,Mountain,Tundra,Muscovite
245927),"46.28694,9.99833",2787,Slope,Tundra,Stibnite
134453,"46.68694,8.83194",1309,Road Cutting,Tundra,Rutile
29314,"46.79556,6.52056",797,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Baryte
191937,"46.39906,9.83831",2505,Slope,Tundra,Manganese Oxides
193001,"46.73650,8.81470",2801,Unknown,Tundra,Quartz Gwindel
121017,"45.92778,7.78528",4027,Mountain,Subarctic climate,Prehnite
133912,"46.58830,7.72417",963,Valley,Temperate oceanic climate,Quartz
59804,"46.57694,8.72806",2930,Unknown,Tundra,Synchysite
191736,"46.97774,9.25905",1865,Unknown,Tundra,Pyrochlore
192951,"47.26539,9.36199",2117,Unknown,Temperate oceanic climate,Rock Crystal
122628,"46.26083,7.02917",492,Mine,Tundra,Thermonatrite
3225,"46.54278,8.54750",2695,Mountain,Tundra,Phenakite
193436,"46.29060,10.05011",1566,Deposit,Tundra,Apatite
134047,"46.86778,9.43806",2369,Unknown,Tundra,Muscovite
266811,"46.03598,7.96058",2130,Reservoir,Tundra,Zircon
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Samarskite
191935,"46.17830,7.82448",1646,Town,Tundra,Chlorite
133989,"46.18942,7.03808",776,Unknown,Tundra,Quartz
133974,"47.79556,8.58160",678,Hamlet,Temperate oceanic climate,Biotite
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Jadeite
134509,"47.02833,8.62111",447,Quarry,Temperate oceanic climate,Oil Quartz
193530,"46.19288,9.02108",268,Unknown,Subarctic climate,Muscovite
29206,"46.09614,7.07974",474,Tunnel,Tundra,Cannizzarite
192954,"47.30940,9.55587",443,Mountain,Temperate oceanic climate,Rock Crystal
426826,"46.92225,7.43707",724,Quarry,Temperate oceanic climate,Sandstone
134432,"46.27841,9.17090",384,Hamlet,Subarctic climate,Zircon
29366,"47.18167,7.25167",653,Quarry,Temperate oceanic climate,Celestine
144452,"45.93868,7.75907",4058,Mountain,Subarctic climate,Andradite
11336,"46.09111,7.11194",1416,Unknown,Tundra,Cerussite
122682,"46.22851,7.59755",1875,Unknown,Tundra,Halotrichite
41161,"46.13194,7.73806",3365,Pass,Tundra,Muscovite
29317,"47.50597,7.60827",282,Quarry,Temperate oceanic climate,Calcite
157767,"45.94768,7.81536",3035,Glacier,Subarctic climate,Chalcopyrite
253343,"46.07500,6.96028",1510,Unknown,Temperate oceanic climate,Titanite
423460,"46.50000,9.63333",1662,Outcrop,Tundra,Zircon
188918,"46.47210,8.72708",2130,Pass,Subarctic climate,Diaspore
61119,"46.53333,8.40000",2485,Valley,Subarctic climate,Tourmaline
133996,"46.32670,9.56654",1102,Valley,Tundra,Krupkaite
191784,"46.46353,8.62804",1810,Alpine Pasture,Subarctic climate,Oligoclase-Albite
134059,"47.68912,8.81322",402,Farm,Temperate oceanic climate,Augite
130991,"46.76282,8.80578",2042,Valley,Tundra,Pargasite
245937,"46.36371,9.97975",2964,Glacier,Tundra,Actinolite
130958,"46.57667,8.38833",2243,Unknown,Subarctic climate,Smoky Quartz
193506,"46.38759,6.93899",382,Pit,Temperate oceanic climate,Thénardite
239063,"46.69258,8.69133",2844,Mountain,Tundra,Amphibole
193419,"46.70112,7.21319",1201,Gorge,Temperate oceanic climate,Strontianite
134376,"46.04521,7.89805",3701,Mountain,Tundra,Preiswerkite
134534,"46.66383,8.52983",1559,River Valley,Tundra,Chlorite
191634,"46.51316,9.64303",1860,Occurrence,Tundra,Greenalite
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Amethyst
257786,"47.42133,8.15133",404,Group of Quarries,Temperate oceanic climate,Baryte
6478,"46.57306,9.68444",2241,Mine,Tundra,Arsenoflorencite
108726,"46.21483,7.60335",1626,Mine,Tundra,Quartz
108301,"46.37767,7.73888",2032,Alpine Pasture,Tundra,Brookite
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Beudantite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Cannizzarite
193355,"46.54431,8.56416",2025,Tunnel,Tundra,Rock Crystal
192990,"46.66265,8.52474",1899,Cleft (Dormant) - last checked 2024,Tundra,Smoky Quartz
191765,"46.47653,8.72227",1836,Lake,Subarctic climate,Muscovite
193027,"46.41063,8.68020",2451,Mountain,Subarctic climate,Quartz
188640,"46.32406,9.62925",2896,Slope,Tundra,Uranophane
223683,"46.16486,7.70432",2540,Unknown,Tundra,Kutnohorite
134488,"46.35648,8.49212",1785,Alpine Pasture,Subarctic climate,Gold
191647,"46.67700,8.64087",2714,Pass,Tundra,Phenakite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Vochtenite
14678,"46.76454,8.75064",1557,Valley,Tundra,Cerussite
250821,"46.10169,7.58245",2364,Glacier,Tundra,Chrysotile
122627,"46.53047,9.32470",1795,Deposit,Tundra,Kutnohorite
134120,"47.11667,7.55000",480,Meteorite Fall Location,Temperate oceanic climate,Plagioclase
245918,"46.29264,10.07775",968,Village,Tundra,Metastibnite
188912,"46.55828,9.02326",2997,Mountain,Tundra,Hematite
191468,"46.26651,8.08563",3194,Mountain,Subarctic climate,Fluorite
133201,"46.55611,8.56722",2093,Mountain Area,Tundra,Muscovite
193361,"46.46612,7.87721",3130,Mountain,Tundra,Scheelite
133996,"46.32670,9.56654",1102,Valley,Tundra,Krupkaite
271093,"47.50562,7.85212",533,Unknown,Temperate oceanic climate,Yukonite
191715,"47.68622,8.59708",572,Hill,Temperate oceanic climate,Maghemite
108287,"46.07528,7.93000",3164,Mountain,Tundra,Chrysotile
133207,"46.44849,8.49593",2567,Slope,Subarctic climate,Siderite
418871,"46.62215,8.83949",1698,Placer,Tundra,Mansfieldite
245911,"46.37486,10.03378",2129,Alpine Pasture,Tundra,Stibnite
188757,"47.05100,8.79985",1129,Quarry,Temperate oceanic climate,Apatite
246339,"46.54711,9.48568",2239,Mountain,Tundra,Hematite
68485,"46.11111,7.32583",2211,Lake,Tundra,Cleusonite
122697,"46.08009,7.07598",793,Unknown,Tundra,Muscovite
133248,"46.69310,8.80050",1860,Unknown,Tundra,Rutile
29216,"46.08909,7.10774",1313,Unknown,Tundra,Rhodochrosite
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Brochantite
7758,"46.69243,8.70162",2411,Valley,Tundra,Amethyst
49520,"47.05762,9.45112",493,Mine,Temperate oceanic climate,Rhodochrosite
188750,"47.56519,8.34761",392,Quarry,Temperate oceanic climate,Ilesite
23066,"46.21007,7.82152",1210,Group of Quarries,Tundra,Tourmaline
14685,"46.16583,7.72333",2807,Glacier,Tundra,Kutnohorite
359484,"46.30192,10.03446",1616,Quarry,Tundra,Diallage
260759,"46.78417,8.87472",2024,Occurrence,Tundra,Quartz
134128,"46.81861,7.21806",647,Meteorite Fall Location,Temperate oceanic climate,Plagioclase
134064,"46.00241,7.75193",2247,Mountain,Tundra,Forsterite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Muscovite
288517,"47.35819,7.65606",954,Pass,Temperate oceanic climate,Lagalyite
191744,"47.46219,8.23824",360,Pit,Temperate oceanic climate,Mirabilite
134431,"46.29806,9.57389",2776,Mountain,Tundra,Columbite
246069,"46.79825,9.70315",1453,Deposit,Tundra,Piemontite
134450,"46.26236,6.89469",1949,Mountain,Temperate oceanic climate,Rutile
257497,"46.56250,9.68028",2493,Unknown,Tundra,Muscovite
191714,"47.54061,8.60555",709,Mountain Range,Temperate oceanic climate,Maghemite
286047,"46.24140,7.02152",548,Unknown,Tundra,Quartz
191391,"46.93877,10.43253",2548,Unknown,Tundra,Allophane
426830,"46.95053,7.49473",615,Quarry,Temperate oceanic climate,Sandstone
56465,"46.93123,6.65697",766,Mine,Temperate oceanic climate,Limonite
134121,"46.93333,7.21667",509,Meteorite Fall Location,Temperate oceanic climate,Fayalite-Forsterite Series
188749,"47.43491,8.06169",610,Pass,Temperate oceanic climate,Barium-rich Celestine
29353,"46.57167,8.83000",3167,Mountain,Tundra,Datolite
134415,"46.18940,7.05935",1666,Unknown,Tundra,Apatite
134031,"46.68513,8.85747",1140,Gorge,Tundra,Stibnite
22954,"46.56128,8.33670",2163,Pass,Subarctic climate,Smoky Quartz
191618,"47.74798,8.68782",476,Quarry,Temperate oceanic climate,Marcasite
191619,"47.36310,7.23463",566,Unknown,Temperate oceanic climate,Bean Ore
31869,"46.07960,7.87880",3334,Occurrence,Tundra,Fluorapatite
191934,"47.39830,7.17893",595,Quarry (Active) - last checked 2019,Temperate oceanic climate,Calcite
134463,"46.49888,9.61619",2273,Unknown,Tundra,Ilvaite
134440,"46.42013,8.49978",2431,Unknown,Subarctic climate,Beryl
417931,"46.47403,9.11971",2721,Outcrop,Subarctic climate,Rutile
134455,"46.67140,8.78450",1386,Valley,Tundra,Boulangerite
56466,"46.32489,6.88858",512,Quarry,Temperate oceanic climate,Azurite
242510,"46.57627,8.75081",2909,Unknown,Tundra,Malachite
155814,"46.49994,8.49958",1468,Hamlet,Subarctic climate,Muscovite
188650,"47.36649,7.22712",596,Unknown,Temperate oceanic climate,Amethyst
265486,"46.56936,8.45579",2633,Mountain Area,Subarctic climate,Anatase
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Hornblende Root Name
417317,"46.44525,8.27623",2158,Alpine Pasture,Subarctic climate,Titanite
134122,"47.13338,7.14407",1335,Meteorite Fall Location,Temperate oceanic climate,Schreibersite
134509,"47.02833,8.62111",548,Quarry,Temperate oceanic climate,Oil Quartz
131013,"46.23728,7.85210",1473,Deposit,Tundra,Uraninite
134375,"46.01654,7.84767",3261,Mountain,Tundra,Magnetite
29366,"47.18167,7.25167",616,Quarry,Temperate oceanic climate,Celestine
191717,"46.04620,7.93552",2823,Glacier,Tundra,Chlorite
133278,"46.03675,7.82284",2918,Deposit,Tundra,Spessartine
220211,"46.65558,6.53632",545,Quarry,Temperate oceanic climate,Baryte
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Titanite
122692,"46.19028,7.68056",2500,Mine,Tundra,Brochantite
188887,"46.19742,8.13984",1006,Village,Subarctic climate,Gold
29314,"46.79556,6.52056",756,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Baryte
133994,"46.13320,8.71930",189,Valley,Subarctic climate,Cordierite
134445,"46.11749,6.97984",2271,Vein,Temperate oceanic climate,Uranophane
424715,"46.29847,10.01472",2252,Group of Mines (Abandoned) - last checked 2022,Tundra,Andradite
191652,"46.45638,9.38944",2340,Valley,Subarctic climate,Braunite
29199,"46.40924,8.11506",1757,Creek,Subarctic climate,Wulfenite
188954,"46.32444,9.70139",2447,Glacier,Tundra,Galenobismutite
428982,"46.68385,7.77045",649,Quarry,Temperate oceanic climate,Petroleum
192978,"46.55610,8.25993",2756,Cleft,Subarctic climate,Smoky Quartz
127199,"46.23917,7.65389",2986,Unknown,Tundra,Argentopearceite
417930,"46.39445,9.17576",2161,Outcrop,Subarctic climate,Apatite
404851,"47.70684,8.81155",412,Dike,Temperate oceanic climate,Augite
191657,"46.62694,10.25028",2620,Mountain,Tundra,Cerussite
35157,"46.53889,8.51944",2908,Peak,Tundra,Fluorite
188916,"46.58829,8.83169",2689,Mountain,Tundra,Smoky Quartz
217957,"46.27743,8.57602",2183,Mountain,Subarctic climate,Laumontite
191702,"46.53052,8.83140",1777,Unknown,Tundra,Kyanite
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Muscovite
105794,"46.67417,8.64195",2821,Mountain,Tundra,Smoky Quartz
68879,"46.17194,7.37083",2293,Unknown,Tundra,Titanium-bearing Biotite
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Andesine
188868,"46.62671,9.40756",1508,Unknown,Tundra,Clinochlore
134460,"46.55292,9.64135",1868,Deposit,Tundra,Parsettensite
191395,"46.24131,9.07996",564,Valley,Subarctic climate,Tourmaline
191593,"46.83287,9.80500",2657,Pass,Tundra,Hercynite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Amethyst
193402,"46.70917,8.98972",2008,Mountain,Tundra,Cerussite
133214,"46.42228,9.78369",2325,Deposit,Tundra,Tephroite
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Dickite
188628,"46.73722,9.22972",1076,Occurrence,Tundra,Muscovite
193419,"46.70112,7.21319",1215,Gorge,Temperate oceanic climate,Strontianite
3222,"46.43306,8.77694",2871,Mountain,Subarctic climate,Muscovite
22190,"46.54639,9.46222",2153,Mine,Tundra,Scheuchzerite
188955,"46.22722,9.04778",255,Unknown,Subarctic climate,Sillimanite
134503,"46.97943,8.24876",1816,Mountain Range,Subarctic climate,Calcite
134619,"46.53444,9.46444",2808,Mountain,Tundra,Siderite
134020,"46.47798,8.57711",2253,Lake,Subarctic climate,Biotite
191716,"47.67761,8.49284",525,Hill,Temperate oceanic climate,Maghemite
193529,"46.63452,8.62629",1916,Unknown,Tundra,Oligoclase-Albite
191766,"46.54128,8.18136",3325,Unknown,Subarctic climate,Rock Crystal
193420,"46.69538,7.87787",600,Village,Temperate oceanic climate,Quartz
134097,"46.16188,7.60264",2012,Mine,Tundra,Hematite
191418,"46.07973,7.13043",723,Mine,Tundra,Hydrozincite
143364,"46.11389,7.33000",2314,Unknown,Tundra,Monazite
188630,"46.34167,9.61056",1179,Gully,Tundra,Zircon
191945,"46.84084,9.43908",694,Unknown,Tundra,Chlorite
193533,"46.97856,9.25316",1960,Unknown,Tundra,Hematite
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Kutnohorite
16292,"46.22525,7.17897",1809,Unknown,Tundra,Nontronite
341186,"46.42847,9.63701",2340,Deposit,Tundra,Ilvaite
245669,"46.84876,9.44671",1106,Prospect,Tundra,Gold
188746,"47.37413,7.88002",606,Pit,Temperate oceanic climate,Baryte
29322,"46.84778,9.43667",1244,Mine,Tundra,Muscovite
341185,"46.39012,9.65378",1827,Slag Locality,Tundra,Pentlandite
193405,"46.74969,8.66658",1523,Mine,Tundra,Sphalerite
57442,"46.56406,8.63472",2692,Unknown,Tundra,Muscovite
123472,"46.44914,8.26452",1629,Valley,Subarctic climate,Apatite
424885,"46.68782,7.35603",1232,Scree Slope,Temperate oceanic climate,Dickite
108068,"46.61395,8.56666",1694,Quarry,Tundra,Dolomite
134448,"46.23500,7.71194",1760,Alluvials,Tundra,Gold
133204,"46.59078,8.80375",1809,Mountain,Tundra,Apatite
417927,"46.39129,9.17631",2321,Mountain,Subarctic climate,Paragonite
134446,"46.86266,9.47086",1568,Unknown,Tundra,Bindheimite
191625,"46.15111,7.45389",1045,Unknown,Tundra,Muscovite
253255,"46.10945,7.54897",3049,Mountain,Tundra,Chromite
133991,"46.56409,8.59571",2287,Lake,Tundra,Fluorite
302686,"46.26714,9.20413",1168,Unknown,Subarctic climate,Chlorite
191675,"46.45118,8.61345",2606,Unknown,Subarctic climate,Chlorite
191783,"46.44924,8.53932",2389,Lake,Subarctic climate,Oligoclase-Albite
122681,"46.68711,9.53261",914,Outcrop,Tundra,Baryte
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Beudantite
245916,"46.33460,10.00786",2293,Mountain Area,Tundra,Anorthite
193072,"46.90997,8.59183",430,Unknown,Tundra,Glauconite
134528,"47.32306,9.53417",603,Cave,Temperate oceanic climate,Calcite
191700,"46.35083,9.62167",1072,Village,Tundra,Magnesio-riebeckite
43246,"46.22449,7.71244",1771,Valley,Tundra,Paragonite
191916,"46.52219,8.87403",1417,Unknown,Tundra,Anatase
188953,"46.77767,10.26068",1434,Unknown,Tundra,Taraspite
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Samarskite
106974,"46.61250,8.41694",3482,Mountain,Subarctic climate,Chlorite
28873,"46.65983,8.72062",1532,Unknown,Tundra,Anatase
157671,"45.98139,7.75806",2740,Mountain,Subarctic climate,Garnet
253688,"46.13195,7.85802",3433,Glacier,Tundra,Chlorite
191711,"46.02617,7.48203",1993,Valley,Tundra,Chabazite-Ca
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Diallage
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Forsterite
6985,"46.29468,8.12565",3096,Mountain,Subarctic climate,Muscovite
188932,"46.52845,7.43371",2163,Unknown,Temperate oceanic climate,Hematite
127288,"46.19917,6.00222",379,Alluvial Deposit,Temperate oceanic climate,Rutile
134057,"46.23544,7.59054",1795,Mine,Tundra,Plumbojarosite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Olivenite
134532,"46.57842,8.32349",1945,Cleft,Subarctic climate,Quartz
245717,"46.53740,9.49926",2505,Ridge,Tundra,Fluorapatite
192978,"46.55610,8.25993",2614,Cleft,Subarctic climate,Quartz
122690,"46.16474,7.61815",1721,Mine,Tundra,Allophane
133227,"46.62741,9.48154",2170,Mine,Tundra,Silver-bearing Galena
56467,"46.10918,7.25686",2318,Group of Mines,Tundra,Olivenite
193412,"46.02617,7.48109",2039,Village,Tundra,Diallage
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Siderite
133396,"46.33846,9.72451",3142,Mountain,Tundra,Brochantite
245915,"46.39004,10.01357",2933,Mountain,Tundra,Rutile
107720,"46.40750,8.15639",1241,Unknown,Subarctic climate,Muscovite
108413,"46.36474,7.99881",1334,Unknown,Tundra,Hematite
133395,"46.56312,8.80102",1921,Pass,Tundra,Kyanite
191356,"46.78828,8.82617",3049,Mountain,Tundra,Edenite
134377,"46.36093,9.63792",1283,Group of Outcrops,Tundra,Winchite
122629,"46.36428,7.03268",1418,Unknown,Tundra,Algodonite
27322),"46.28328,9.99963",3031,Peak,Tundra,Pharmacolite
3233,"46.21667,7.60000",1607,Mine,Tundra,Beudantite
191618,"47.74798,8.68782",478,Quarry,Temperate oceanic climate,Baryte
191628,"46.72167,8.85389",1845,Unknown,Tundra,Grossular
108294,"46.46639,7.94694",2802,Glacier,Tundra,Titanite
134088,"46.23314,7.61573",2338,Vein,Tundra,Rutile
191386,"46.84079,8.76666",1200,Valley,Tundra,Smoky Quartz
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Muscovite
134041,"46.05435,7.11073",2521,Slope,Tundra,Anatase
260761,"46.77361,8.97056",2047,Mountain,Tundra,Titanite
134038,"46.54306,8.59111",2253,Occurrence,Tundra,Siderite
417929,"46.39313,9.17975",2305,Outcrop,Subarctic climate,Muscovite
65693,"46.01285,7.84230",2950,Mountain Range,Tundra,Chrysotile
133973,"46.84426,9.82552",2250,Alpine Pasture,Tundra,Hydroandradite
191357,"46.38361,8.97250",367,Unknown,Subarctic climate,Prehnite
242888,"46.07200,7.85596",3670,Glacier,Tundra,Quartz
191373,"46.30195,8.56862",780,Quarry,Subarctic climate,Prehnite
188870,"46.64086,9.06497",1739,Mountain,Tundra,Cookeite
29663,"46.65250,9.35806",2911,Mountain,Tundra,Rutile
29316,"47.47446,8.03879",491,Mine,Temperate oceanic climate,Celestine
245457,"46.25495,7.60587",2255,Alpine Pasture,Tundra,Hessite
191651,"46.53286,9.49798",2516,Unknown,Tundra,Braunite
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Muscovite
134413,"46.56194,8.58139",2664,Mountain,Tundra,Bazzite
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Alum
133275,"46.51806,8.88500",1427,Unknown,Tundra,Rutile
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Diaspore
259656,"47.25330,8.61369",436,Mine (Inactive) - last checked 2019,Temperate oceanic climate,Sulphur
303638,"46.95448,6.72471",725,Slag Locality,Temperate oceanic climate,Thaumasite
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Apatite
6982,"46.47727,8.51063",2143,Glacier,Subarctic climate,Anatase
7758,"46.69243,8.70162",2441,Valley,Tundra,Muscovite
134122,"47.13338,7.14407",1335,Meteorite Fall Location,Temperate oceanic climate,Kamacite
72012,"46.22991,8.98452",1449,Mountain,Subarctic climate,Chromite
133203,"46.57306,8.86278",2824,Slope,Tundra,Synchysite
